date time,SST [degC],Salinity,pCO2 [uatm],fCO2 [uatm],DOXY [ml-L],SST [ deg C ] QC Flag,Salinity [ PSU ] QC Flag,pCO2_water_SST_wet [ uatm ] QC Flag,fCO2_water_SST_wet [ uatm ] QC Flag,DOXY_1_QC
29/11/2024,14.60183333,37.40783333,371.9138333,371.9125,4.936857143,2,2,2,2,2
30/11/2024,14.39166667,37.416,371.4053333,371.4041667,4.943590909,2,2,2,2,2
01/12/2024,14.204,37.46433333,367.3743333,367.3731667,5.06775,2,2,2,2,2
02/12/2024,13.64433333,37.44333333,354.1545,354.1535,5.244888889,2,2,2,2,2
03/12/2024,14.04333333,37.60866667,361.344,361.3423333,5.192333333,2,2,2,2,2
04/12/2024,13.8755,37.65066667,357.3951667,357.3936667,5.218888889,2,2,2,2,2
05/12/2024,13.45166667,37.62016667,354.7933333,354.7921667,5.3106875,2,2,2,2,2
06/12/2024,13.53216667,37.684,355.8988333,355.8976667,5.29568,2,2,2,2,2
07/12/2024,14.26783333,37.74366667,363.268,363.2666667,5.18972,2,2,2,2,2
08/12/2024,14.05116667,37.74083333,363.1526667,363.1516667,5.209058824,2,2,2,2,2
09/12/2024,13.26216667,37.75566667,355.9215,355.9205,5.311166667,2,2,2,2,2
10/12/2024,12.57083333,37.77466667,349.5078333,349.5063333,5.417916667,2,2,2,2,2
11/12/2024,12.92016667,37.841,348.6593333,348.6583333,5.404214286,2,2,2,2,2
12/12/2024,13.30366667,37.86766667,355.0918333,355.0903333,5.344777778,2,2,2,2,2
13/12/2024,13.67033333,37.9035,358.4423333,358.441,5.274375,2,2,2,2,2
14/12/2024,13.54866667,37.90433333,357.0083333,357.007,5.252428571,2,2,2,2,2
15/12/2024,13.559,37.91933333,355.7255,355.7241667,5.223055556,2,2,2,2,2
16/12/2024,13.5665,37.93183333,293.824,293.823,5.225777778,2,2,2.333333333,2,2
17/12/2024,13.4498,37.9352,609.402,609.4,5.355,2,2,3,2.8,2
18/12/2024,13.28016667,37.94116667,88.809,88.80883333,5.370478261,2,2,3,2.5,2
19/12/2024,13.20966667,37.94166667,207.8793333,207.8786667,5.286888889,2,2,3,2.5,2
20/12/2024,13.039,37.8285,312.293,312.2918333,5.3198,2,2,3,2.333333333,2
21/12/2024,12.85933333,37.85316667,88.7745,88.77416667,5.281166667,2,2,3,2.5,2
22/12/2024,12.50683333,37.76766667,22.9225,22.9225,5.353,2,2,3,3,2
23/12/2024,12.037,37.641,65.85766667,65.8575,5.416105263,2,2,3,2.666666667,2
24/12/2024,12.05933333,37.606,22.79366667,22.7935,5.397045455,2,2,3,3,2
25/12/2024,11.935,37.566,9.804833333,9.804833333,5.42915,2,2,3,3,2
26/12/2024,11.7035,37.4675,106.532,106.5316667,5.554347826,2,2,3,2.666666667,2
27/12/2024,11.421,37.41433333,390.8583333,390.8566667,5.616958333,2,2,3,2.5,2
28/12/2024,11.30366667,37.4585,24.925,24.92483333,5.640478261,2,2,3,3,2
29/12/2024,11.24883333,37.6175,11.79816667,11.79816667,5.647571429,2,2,3,3,2
30/12/2024,11.21933333,37.52366667,8.4805,8.4805,5.68252,2,2,3,3,2
31/12/2024,11.15016667,37.5445,7.813666667,7.813666667,5.742,2,2,3,3,2
